Wallet address,Custom mint limit (optional),Custom price in native token e.g. ETH (optional)
0x9B1439570491b96851bA22188aDa81754Ee4407c,,
0x2C7b18C1f527b55Ab34143b1A97E8E77637A0b8f,,
0x0D28b61DBE1675AAb23408E44407623124C9D3a8,,
0xD753D6a99Af8Da0349fA9eDE0aD276fFEA0E4c9A,,
0x2C5c1A7dfc7831648cADb1456CC0209E4B7dbf35,,
0x6F2Bcc0251409dB3705e474Ceaf909eDe7dFa1Ac,,
0x7DF8933beF8De9025cA762F01340e78ABDf18015,,
0xF7aA96E55e51B3ae2fedB7BbD2a8114128227c70,,
0x5607D8A7859EF797324d47C9D6A5485Bd3c04971,,
0x3a85d6824C60aEF77C45abd21924e02A4FD111B7,,
0x13d9965e6D27BF12279500144c8F4D356898B49b,,
0xA51922D31196692D8E62a7b8A08c0731F2137EFB,,
0x7fFe7dc1D0F21822FB634fa5Afe84d848A0699a7,,
0x58A340Cd5C826C392f11fdf037eEe67Ef287EaCF,,
0x835f80dF35954721032eB3C8a2Ec44229DF745A3,,
0xBF4FE3A0005C8d903Ab5c772B45fb619645860d8,,
0x06EDb0F99cac3a91ad03003DfC955fd9A9D4394d,,
0xfAAE55F2303cB343664e4ff42533315a664E9aB2,,
0x3E8faf5B3a4ef575a329F8c976ff27F286ab2643,,
0x7e3B288b941918f44708F9DE8292fb36790BB262,,
0x3402BB4fdB0e64A497Da7416DE3CA0e50FdcF259,,
0xFdF0E167E6c94c93c8d51c9F46BdA6ee5eA4B384,,
0xa610eeD953211635e984471388d5B80a1E9BE5b9,,
0x58c0e096b163fa2a9c6293D4be35Cd6dFDDf15d4,,
0x047f3853F3D89E5A61344749519De7a66fd4F9C4,,
0x6f077B36A9391A05ce32Eb0d0877FE388800efC8,,
0x1994D350FD94F80726b4B5d32559feb4dA982fee,,
0x944a79aaf88C2E9eBC647a3314712BDA4d0f331E,,
0xaB30e33946FFc5548d5d77AE4B4ccD46edF3d747,,
0xf65475e74C1Ed6d004d5240b06E3088724dFDA5d,,
0xB15C54973FB00c9De9DdFCc4d6cBF23002B7c99d,,
0x3Ca0d0337063D3973F706988401aaaB5fE770A80,,
0xC1d05c6C1Fc079e2A43aD8c6322F63d1B1201458,,
0x3E1dE01b7FEdd44Eb928677cD7D793Cd2B801810,,
0x81787ecf8D91c1c6827F28E68E0ac3979a1263Fd,,
0x08776603adD5f4e0Ea6fB1D4B25d65c500ea1667,,
0x1272Ed14de0390252ca08f67f58132b759B32B38,,
0x6304979377581B4CA62d6aE0f6DdE388aa7EC6E5,,
0xFF4c53a697031Cca6bD5713E63B2CAD72C0ccb27,,
0x5Dc930134D05867Bc77d2972FB1FA92e5Ec86B00,,
0x6dd02a551B7be87f43a31A7E34Cf0feC57063f80,,
0xA42Ad1Fad4095EebD65356696aAe43e50F712fb5,,
0x74aF6CAd51830Fb6aaC162c0F10AF96649d94B91,,
0xa3d8d8275a72A36aa1B018a9fd08C950a42889eA,,
